School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Program_Type,Application_Requirements,Program_Selections,Subprograms,How_To_Apply,Deadline,School_Latitude,School_Longitude,Location
610188,DUNNE,Dunne Technology Academy,Neighborhood,ES,10845 S UNION AVE,Chicago,Illinois,60628,7735355517,7735355018,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610188,,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.696496,-87.639974,"10845 S UNION AVE
Chicago, Illinois 60628
(41.696496, -87.639974)"
610000,HOWE,Julia Ward Howe Elementary School of Excellence,Neighborhood,ES,720 N LOREL AVE,Chicago,Illinois,60644,7735346060,7735346080,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610000,http://www.howeschoolofexcellence.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.893612,-87.759398,"720 N LOREL AVE
Chicago, Illinois 60644
(41.893612, -87.759398)"
400069,POLARIS,Polaris Charter Academy,Charter,ES,620 N SAWYER AVE,Chicago,Illinois,60624,7735340820,7735346645,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400069,http://www.pcachicago.org,Charter,None,Applicants are selected through a lottery process. Contact school for more details.,,Contact school,Contact school,41.89255,-87.707796,"620 N SAWYER AVE
Chicago, Illinois 60624
(41.89255, -87.707796)"
610291,LEE,Richard Henry Lee Elementary School,Neighborhood,ES,6448 S TRIPP AVE,Chicago,Illinois,60629,7735352255,7735352287,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610291,http://www.leelions.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.775305,-87.728884,"6448 S TRIPP AVE
Chicago, Illinois 60629
(41.775305, -87.728884)"
609800,BENNETT,Frank I Bennett Elementary School,Neighborhood,ES,10115 S PRAIRIE AVE,Chicago,Illinois,60628,7735355460,7735355577,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609800,http://bennettes.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.710435,-87.61739,"10115 S PRAIRIE AVE
Chicago, Illinois 60628
(41.710435, -87.61739)"
610274,JOHNSON,James Weldon Johnson Elementary School,Neighborhood,ES,1420 S ALBANY AVE,Chicago,Illinois,60623,7735341829,7735341355,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610274,http://auslchicago.org/schools/pages/johnson,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.861836,-87.703139,"1420 S ALBANY AVE
Chicago, Illinois 60623
(41.861836, -87.703139)"
400039,ERIE,Erie Elementary Charter School,Charter,ES,1405 N WASHTENAW AVE,Chicago,Illinois,60622,7734867161,7734867234,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400039,http://www.eriecharterschool.org,Charter,None,Applicants are selected through a lottery process. Contact school for more details.,,Contact school,Contact school,41.906771,-87.694364,"1405 N WASHTENAW AVE
Chicago, Illinois 60622
(41.906771, -87.694364)"
609864,COOK,John W Cook Elementary School,Neighborhood,ES,8150 S BISHOP ST,Chicago,Illinois,60620,7735353315,7735353383,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609864,http://www.cookelementary.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.745237,-87.659775,"8150 S BISHOP ST
Chicago, Illinois 60620
(41.745237, -87.659775)"
609880,DECATUR,Stephen Decatur Classical Elementary School,Classical,ES,7030 N SACRAMENTO AVE,Chicago,Illinois,60645,7735342201,7735342191,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609880,http://www.decaturclassical.org,Classical,"An admissions test is required. Students applying to grades K-4 do not have minimum eligibility requirements in order to be tested. Students applying to grades 5-6 must meet the following minimum eligibility requirements:  General Education/504 Plan Students: Minimum percentile of 60 in both reading and math on the NWEA MAP.  IEP Students: Minimum percentile of 50 in one subject (reading or math), and minimum percentile of 40 in the other subject on the NWEA MAP.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference.",,Students can apply online or via paper Selective Enrollment Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",42.009289,-87.704619,"7030 N SACRAMENTO AVE
Chicago, Illinois 60645
(42.009289, -87.704619)"
610229,PRITZKER,A.N. Pritzker School,Regional gifted center,ES,2009 W SCHILLER ST,Chicago,Illinois,60622,7735344415,7735344634,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610229,http://www.pritzkerschool.org,Regional Gifted Center,"An admissions test is required. Students applying to grades K-4 do not have minimum eligibility requirements in order to be tested. Students applying to grades 5-8 must meet the following minimum eligibility requirements:  General Education/504 Plan Students: Minimum percentile of 60 in both reading and math on the NWEA MAP.  IEP Students: Minimum percentile of 50 in one subject (reading or math), and minimum percentile of 40 in the other subject on the NWEA MAP.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference.",,Students can apply online or via paper Selective Enrollment Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.907053,-87.677761,"2009 W SCHILLER ST
Chicago, Illinois 60622
(41.907053, -87.677761)"
610138,PULASKI,Pulaski International School of Chicago,Neighborhood,ES,2230 W MCLEAN AVE,Chicago,Illinois,60647,7735344391,7735344392,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610138,http://www.pulaskischool.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.918486,-87.683801,"2230 W MCLEAN AVE
Chicago, Illinois 60647
(41.918486, -87.683801)"
609943,OWENS,Jesse Owens Elementary Community Academy,Neighborhood,ES,12302 S STATE ST,Chicago,Illinois,60628,7735355475,7735355483,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609943,http://www.gompersschool.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.670618,-87.622546,"12302 S STATE ST
Chicago, Illinois 60628
(41.670618, -87.622546)"
610521,DAVIS M,Sir Miles Davis Magnet Elementary Academy,Magnet,ES,6740 S PAULINA ST,Chicago,Illinois,60636,7735359120,7735359129,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610521,http://www.milesdavismagnet.org,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.771221,-87.66653,"6740 S PAULINA ST
Chicago, Illinois 60636
(41.771221, -87.66653)"
610230,WILDWOOD,Wildwood IB World Magnet School,Magnet,ES,6950 N HIAWATHA AVE,Chicago,Illinois,60646,7735341188,7735341144,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610230,http://www.wildwoodworldmagnet.org,Citywide Magnet,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",42.007491,-87.778345,"6950 N HIAWATHA AVE
Chicago, Illinois 60646
(42.007491, -87.778345)"
610347,CLAREMONT,Claremont Academy Elementary School,Neighborhood,ES,2300 W 64TH ST,Chicago,Illinois,60636,7735358110,7735358108,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610347,http://claremontcps.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.777511,-87.681061,"2300 W 64TH ST
Chicago, Illinois 60636
(41.777511, -87.681061)"
610405,SUDER,Suder Montessori Magnet ES,Magnet,ES,2022 W WASHINGTON BLVD,Chicago,Illinois,60612,7735347685,7735347933,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610405,,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade PreK-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.883215,-87.677636,"2022 W WASHINGTON BLVD
Chicago, Illinois 60612
(41.883215, -87.677636)"
609883,DENEEN,Charles S Deneen Elementary School,Neighborhood,ES,7240 S WABASH AVE,Chicago,Illinois,60619,7735353035,7735353247,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609883,http://deneen.auslchicago.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.76249,-87.623345,"7240 S WABASH AVE
Chicago, Illinois 60619
(41.76249, -87.623345)"
610111,PALMER,John Palmer Elementary School,Neighborhood,ES,5051 N KENNETH AVE,Chicago,Illinois,60630,7735343704,7735343771,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610111,http://www.palmerpride.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.973289,-87.739213,"5051 N KENNETH AVE
Chicago, Illinois 60630
(41.973289, -87.739213)"
610203,TONTI,Enrico Tonti Elementary School,Neighborhood,ES,5815 S HOMAN AVE,Chicago,Illinois,60629,7735359280,7735350470,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610203,http://tonti.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-4, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.787523,-87.708179,"5815 S HOMAN AVE
Chicago, Illinois 60629
(41.787523, -87.708179)"
610201,THORP O,Ole A Thorp Elementary Scholastic Academy,Magnet,ES,6024 W WARWICK AVE,Chicago,Illinois,60634,7735343640,7735343639,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610201,http://oathorpacademy.org/,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.948571,-87.777631,"6024 W WARWICK AVE
Chicago, Illinois 60634
(41.948571, -87.777631)"
610081,SHERIDAN,Mark Sheridan Math & Science Academy,Magnet,ES,533 W 27TH ST,Chicago,Illinois,60616,7735349120,7735349124,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610081,http://sheridan.cps.edu/,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.8444,-87.64134,"533 W 27TH ST
Chicago, Illinois 60616
(41.8444, -87.64134)"
400040,FRAZIER CHARTER,Frazier Preparatory Academy Charter School,Charter,ES,3711 W DOUGLAS BLVD,Chicago,Illinois,60623,7735211303,7735211365,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400040,http://www.frazierprepacademy.org,Charter,None,Applicants are selected through a lottery process. Contact school for more details.,,Contact school,Contact school,41.862077,-87.717642,"3711 W DOUGLAS BLVD
Chicago, Illinois 60623
(41.862077, -87.717642)"
609842,CARSON,Rachel Carson Elementary School,Neighborhood,ES,5516 S MAPLEWOOD AVE,Chicago,Illinois,60629,7735359222,7735359552,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609842,http://carson.cps.edu,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.793272,-87.6878,"5516 S MAPLEWOOD AVE
Chicago, Illinois 60629
(41.793272, -87.6878)"
400050,NAMASTE,Namaste Charter School,Charter,ES,3737 S PAULINA ST,Chicago,Illinois,60609,7737159558,7733766495,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400050,http://www.namastecharterschool.org,Charter,None,Applicants are selected through a lottery process. Contact school for more details.,,Contact school,Contact school,41.8257,-87.667724,"3737 S PAULINA ST
Chicago, Illinois 60609
(41.8257, -87.667724)"
610235,YOUNG ES,Ella Flagg Young Elementary School,Neighborhood,ES,1434 N PARKSIDE AVE,Chicago,Illinois,60651,7735346200,7735346203,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610235,http://ellaflaggyoung.weebly.com/,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.906791,-87.767143,"1434 N PARKSIDE AVE
Chicago, Illinois 60651
(41.906791, -87.767143)"
609826,CASTELLANOS,Rosario Castellanos Elementary School,Neighborhood,ES,2524 S CENTRAL PARK AVE,Chicago,Illinois,60623,7735341620,7735341611,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609826,http://www.castellanos.cps.edu/,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade 4-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.84545,-87.714927,"2524 S CENTRAL PARK AVE
Chicago, Illinois 60623
(41.84545, -87.714927)"
610126,PERSHING,John J Pershing Elementary Humanities Magnet,Magnet,ES,3200 S CALUMET AVE,Chicago,Illinois,60616,7735349272,7735349277,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610126,http://www.pershingcps.org,Citywide Magnet,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.836527,-87.618338,"3200 S CALUMET AVE
Chicago, Illinois 60616
(41.836527, -87.618338)"
610293,MELODY,Genevieve Melody Elementary School,Neighborhood,ES,3937 W WILCOX ST,Chicago,Illinois,60624,7735346850,7735346839,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610293,http://www.melodystem.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.878799,-87.724661,"3937 W WILCOX ST
Chicago, Illinois 60624
(41.878799, -87.724661)"
609921,TELPOCHCALLI,Telpochcalli Elementary School,Neighborhood,ES,2832 W 24TH BLVD,Chicago,Illinois,60623,7735341402,7735341404,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609921,http://www.telpochcalli.cps.edu,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.847947,-87.696006,"2832 W 24TH BLVD
Chicago, Illinois 60623
(41.847947, -87.696006)"
610110,WELLS ES,Ida B Wells Preparatory Elementary Academy,Small,ES,249 E 37TH ST,Chicago,Illinois,60653,7735351204,7735351267,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610110,http://wellsprepelementary.com,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.827355,-87.61978,"249 E 37TH ST
Chicago, Illinois 60653
(41.827355, -87.61978)"
400159,CHRISTOPHER HOUSE,Christopher House Charter School,Charter,ES,5235 W BELDEN AVE,Chicago,Illinois,60639,7739227542,7739227559,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400159,https://christopherhouse.org,Charter,None,Applicants are selected through a lottery process. Contact school for more details.,,Contact school,Contact school,41.922181,-87.757522,"5235 W BELDEN AVE
Chicago, Illinois 60639
(41.922181, -87.757522)"
610127,PETERSON,Mary Gage Peterson Elementary School,Neighborhood,ES,5510 N CHRISTIANA AVE,Chicago,Illinois,60625,7735345070,7735345077,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610127,http://www.peterson.cps.edu/,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.981557,-87.712583,"5510 N CHRISTIANA AVE
Chicago, Illinois 60625
(41.981557, -87.712583)"
610183,SPENCER,Spencer Technology Academy,Neighborhood,ES,214 N LAVERGNE AVE,Chicago,Illinois,60644,7735346150,7735346239,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610183,http://www.spencertech.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.884876,-87.750445,"214 N LAVERGNE AVE
Chicago, Illinois 60644
(41.884876, -87.750445)"
609866,COONLEY,John C Coonley Elementary School,Regional gifted center,ES,4046 N LEAVITT ST,Chicago,Illinois,60618,7735345140,7735345213,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609866,http://coonley.cps.edu,Regional Gifted Center,"An admissions test is required. Students applying to grades 1-4 do not have minimum eligibility requirements in order to be tested. Students applying to grades 5-8 must meet the following minimum eligibility requirements:  General Education/504 Plan Students: Minimum percentile of 60 in both reading and math on the NWEA MAP.  IEP Students: Minimum percentile of 50 in one subject (reading or math), and minimum percentile of 40 in the other subject on the NWEA MAP.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference.",,Students can apply online or via paper Selective Enrollment Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.955553,-87.683765,"4046 N LEAVITT ST
Chicago, Illinois 60618
(41.955553, -87.683765)"
610178,SCHMID,Theophilus Schmid Elementary School,Neighborhood,ES,9755 S GREENWOOD AVE,Chicago,Illinois,60628,7735356235,7735356092,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610178,http://www.schmidchargers.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.716989,-87.596932,"9755 S GREENWOOD AVE
Chicago, Illinois 60628
(41.716989, -87.596932)"
610276,MOLLISON,Irvin C Mollison Elementary School,Neighborhood,ES,4415 S DR MARTIN L KING JR DR,Chicago,Illinois,60653,7735351804,7735351803,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610276,http://www.mollisonelementary.com,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.814358,-87.616618,"4415 S DR MARTIN L KING JR DR
Chicago, Illinois 60653
(41.814358, -87.616618)"
